id,q_id,method,retrieve_text,score,source
516dcd16-0b05-411f-b098-dfd715f70400,1,固定大小,"及成像處理與品質驗證。接下來當「齊柏林衛星」完成拍攝、將資料傳回地面接收站後，影像處理中心人員就會將這些訊號數據解碼、校正與重組，拼貼成一幀幀能夠講述地表故事的照片。

校正流程分為「輻射校正」與「幾何校正」，前者是為了修正大氣或儀器本身帶來的系統性偏差，讓每個像素都能夠反映真實的光強度；後者則是搭配地理影像控制與數值地形模型，校準每一張影像的地理坐標，使其能與地圖、地形精準重疊。當山脈的輪廓開始對齊、河流與建築的位置對焦回現實，影像才能用於防災、救災或是地理研究等實際應用情境。

影像處理中心衛星資料處理組組長張莉雪表示，目前與太空中心合作的客戶有超過9成來自政府部門，「福衛五號」所拍攝的影",0,data_02.txt
95427b83-912a-4d7d-9d9c-4afacbfd6f70,1,固定大小,"台灣的太空之眼：「福衛八號」進擊之路

回到地面，我們看到的這些衛星影像，來自國家太空中心一座不眠不休的機房，他們把衛星回傳的一包包數據，解碼、校正、重組成可以被讀懂的地表語言，比如崩塌的山坡、被海水淹沒的村落、油汙蔓延的海岸線。

如今，這套技術不僅讓台灣能夠監測自己的土地，也能讓我們在世界各地發生災害的第一時間，即時提供關鍵資訊，衛星影像正在成為台灣參與國際的新語言。

從太空到地表的連線：衛星傳輸後的影像處理中心解碼、校正
走進國家太空中心的影像處理中心，隔著玻璃窗，我們看見機房裡頭擺放著20多櫃資料處理系統，其中包含3部超級電腦，這些電腦的用途是針對衛星進行任務排程、資料管理、接收，以",0,data_02.txt
fbc97af8-0ece-4aeb-a09e-e8ba4733f13b,1,固定大小,"蒐工作還有很多。

下一步：國安單位衛星影像的理解能力亟需「升級」
除了國家太空中心之外，早在1993年成立的中央大學太空遙測中心（CSRSR）也會接受衛星影像，目前可以接受除了自主的「福衛五號」之外，還能還可接收法國SPOT-6/7、及Pléiades 1A/1B的光學遙測影像。

中大遙測中心與這兩個商用衛星簽約，衛星通過以桃園中壢中央大學所在位置為中心點，在半徑3,000公里範圍的影像都擁有主導權，東至關島、西到中國甘肅、北到日本北海道，南至南海，可以依據排程控制衛星取像角度進行任務。

中大資源衛星接收站主持人曾國欣指出，正因為涵蓋南海，中大承接政府委託進行南海島礁的監測，超過200個",0,data_05.txt
0e9c43c0-b5aa-463c-ac24-11b3f48267bf,2,固定大小,"會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。",0,data_03.txt
108f9189-c82a-4bcc-84d5-a7d71c475da1,2,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。
數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、",0,data_03.txt
398cd039-215f-48ec-b778-5e26ec59a49d,2,固定大小,"據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。
今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社",0,data_03.txt
92b0fbb8-91a1-4944-9daf-85ffddcf7831,3,固定大小,"的結果，不光沒能提升伊朗的農業生產效率，反而進一步耗損原本就脆弱的天然水資源。於是，伊朗旱澇失衡問題逐年惡化，大量超抽地下水所引發的汙染與土地鹽鹼化，也持續侵蝕農業與生活用水品質，讓伊朗社會陷入愈發嚴峻的缺水困境。

2025年極端大旱的結果，讓伊朗的農業陷入絕境，農村破產讓伊朗社會的貧困問題加倍嚴重，農作歉收也進一步推升了因政治局勢而通膨失控的民生物價。同時，水庫缺水導致的發電停擺，也讓伊朗各大城市不僅面臨限水，還得面對比往年更加嚴重的限電窘境。
在天災、人禍與戰爭風險同步包夾的多重壓力下，伊朗社會的痛苦指數終於在2025年底攀升至臨界點。儘管伊朗政府為了舒緩民怨，試圖釋放改革訊號，並局部放",0,data_01.txt
423acc2a-1525-4b77-9b18-ba6a2c777129,3,固定大小,"權更迭、甚至是王朝復辟的門檻上？

Q1：伊朗發生了什麼事，為什麼人民寧可冒著生命危險也要上街抗議？
A：在示威浪潮席捲全國之前，伊朗正面臨著數十年來最嚴重的經濟危機，除了官方貨幣里亞爾（Rial）急遽貶值至歷史最低點，伊朗2025年國內通膨率更超過40%，糧食與日用品等民生物價在短短半年內上漲逾60%，其中牛奶、雞蛋與麵包等基本食物的價格，更是飆漲了1倍以上。極為沉重的蕭條壓力，這才逼使走投無路的伊朗人民湧上街頭。
一開始，示威行動只是零星出現，但隨著通膨問題的快速惡化，以都市商人為主的市場商販公會，也從2025年12月開始加入罷工罷市的抗爭行列──此舉，大幅升級並凝聚了伊朗國內對於政府施政",0,data_01.txt
2834bc39-8683-4d08-b61f-043c2cd4511b,3,固定大小,"不力的憤怒情緒，示威行動亦從首都德黑蘭，迅速蔓延至全國各級城市。

事實上，撼動伊朗政局的這波經濟危機，背後主要有三大原因：

國際社會重新收緊的經濟制裁與石油禁運；
2025年6月以色列與美國對伊朗發動的跨境空襲；
極端氣候引發的空前乾旱。
自1979年伊朗伊斯蘭革命以來，伊朗便長期遭到歐美各國的經濟孤立。進入2000年代後，以美國為首的國際社會又因伊朗涉嫌發展核武，進一步大幅收緊對伊朗的制裁。其中，在川普第一任期內，美國政府自2018年起擴大對伊朗的經濟封鎖措施，包括再次切斷伊朗銀行與全球銀行金融電信協會（SWIFT）的連線權限，使其被孤立於國際主流金融體系之外；同時也以經濟制裁為手段，迫",0,data_01.txt
10ac6fcc-7c20-422b-8bd9-cc63faef942c,4,固定大小,"的覆滅，已經是47年前的往事。對於國民年齡中位數只有34歲、6成人口都在40歲以下的現代伊朗而言，舊王朝的威權暴政已是上一代的陌生歷史，但對伊朗伊斯蘭共和國的失望與憤怒卻還是現實裡的日常進行式。因此，當伊朗街頭響起「讓巴勒維王朝回來統治我們」、「國王萬歲！」之際，這些口號反映的其實不是對君主統治的懷念與擁戴，而更像是一種情緒性的宣洩──一種對1979年革命與伊朗伊斯蘭共和國的全面否定與挑釁。

Q4：川普向伊朗示威者喊話「救兵快來了」，是否可能逆轉抗爭局勢？
A：在伊朗政府全面切斷網路並開始武力鎮壓的同時，國際社會也非常關注美國總統川普的下一步行動。這一方面是因為川普政府一直視伊朗政府為全球最",0,data_01.txt
31835da4-3ca2-4b58-9e7c-f3ff2b0b165f,4,固定大小,"、以色列與鄰近國家切勿干涉伊朗內政，但這場愈滾愈大的全國性抗爭，卻已成為1979年伊朗伊斯蘭革命以來，對伊朗伊斯蘭共和國統治的最大挑戰。不僅美國總統川普（Donald Trump）屢屢揚言「不排除再次對伊朗動武」，伊朗國內外的反政府集會也都出現了「革命」、「推翻伊斯蘭共和國」，甚至是「復辟巴勒維王朝（Pahlavi dynasty）」的口號。

《報導者》整理了5個問答，試圖說明這場伊朗抗爭，對中東局勢、乃至2026年的全球局勢可能帶來的影響：伊朗人民為何冒著生命危險憤怒上街？面對宿敵的政治動盪，美國、以色列與中東其他國家各有什麼盤算與反應？而在起義與鎮壓對撞的血腥衝突中，伊朗又是否真已跨在政",0,data_01.txt
908e365b-43ea-4aa1-bb4a-b1bda8237679,4,固定大小,"權更迭、甚至是王朝復辟的門檻上？

Q1：伊朗發生了什麼事，為什麼人民寧可冒著生命危險也要上街抗議？
A：在示威浪潮席捲全國之前，伊朗正面臨著數十年來最嚴重的經濟危機，除了官方貨幣里亞爾（Rial）急遽貶值至歷史最低點，伊朗2025年國內通膨率更超過40%，糧食與日用品等民生物價在短短半年內上漲逾60%，其中牛奶、雞蛋與麵包等基本食物的價格，更是飆漲了1倍以上。極為沉重的蕭條壓力，這才逼使走投無路的伊朗人民湧上街頭。
一開始，示威行動只是零星出現，但隨著通膨問題的快速惡化，以都市商人為主的市場商販公會，也從2025年12月開始加入罷工罷市的抗爭行列──此舉，大幅升級並凝聚了伊朗國內對於政府施政",0,data_01.txt
f4663db7-8113-43bb-8133-ff30d62678dc,5,固定大小,"irector of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。
針對遙測衛星在軍事情報上的用途，溫約瑟接受《報導者》採訪時指出，公開且免費取得的影像都會受到限制，沒有辦法即時取得，只能當作背景來使用，「像是從央視看到解放軍新聞，逐格去解構畫面上的車輛編號，以及演習場域的地形地貌，但必須再搭配遙測影像建構的3D圖，以及過往建立的資料庫，比對確切的演習地點，才能再自製出解放軍基地與設施地圖。」

溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，",0,data_05.txt
071c9e5e-170b-4ede-9c59-bced5e0f98c5,5,固定大小,"INT可解析軍事動作與戰術
最被大眾熟知與常被使用的遙測影像是Google Earth，彙整多家遙測影像的虛擬地球，便於使用者操作，遙測影像藉由資訊科技的進步，變成人人可及的資訊。現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（D",0,data_05.txt
7991e4b2-0fa6-4010-b7a5-106f5b976df2,5,固定大小,"片，而是持續性的累積多張照片，藉由影像的推疊，可以知道港口裡面的潛艇什麼時候消失、什麼時候回來？曾國欣說：「像是航空母艦這麼大的目標，只要天氣好都拍得到，甚至可以藉由影像畫出路徑，從哪邊開出去，繞多大一圈之後再回來，這些都是透過影像能告訴我們的進階資訊。」

只是，除了科學與遙測技術進步之外，情蒐與研析能力也得同步提升。林穎佑建議，不管是軍方或國安單位，都要提升衛星影像的理解能力，畢竟拍下的影像畫面有點像是「瞎子摸象」、摸到一面牆，情蒐人員要有足夠能力去解析，才能拼出可能是一隻大象，這些都需要透過不斷地訓練，甚至與科研單位共同合作才能做到，「目前我們軍方對於這方面仍是比較保守，積極度是比較不夠",0,data_05.txt
bb4500bd-c41a-4721-9d89-fc857c4d929f,6,固定大小,"島礁的所有歷史影像都有。例如備受關注的南砂群島永暑礁，從開始填海造陸、原本上面有挖坑，到埋起來後變成其他設施或是空地，以及從沒有飛機跑道到建出跑道，甚至長度的改變都有做長期的監測；甚至可以做到海洋顏色深淺分析，再利用技術判讀港口的深度變化。

曾國欣說明，上述就是影像的加值服務，以前傳輸技術較慢，能取得一張照片已非常不易，但隨著傳輸與接收技術的發展，地面站接收衛星影像變得快速，慢慢衍生出「衛星資訊服務」──簡單說，就是利用影像融合的技術，將影像做各種應用，利用顏色判別海水深淺就是一個例子。

此外，以前只是久久才拍一張照片，可能只會拍到一艘船；隨著衛星提高繞行的密度，傳回地面接收站不只是一張照",0,data_05.txt
184397d1-812a-47e3-b0b3-8644efaaa91e,6,固定大小,"片，而是持續性的累積多張照片，藉由影像的推疊，可以知道港口裡面的潛艇什麼時候消失、什麼時候回來？曾國欣說：「像是航空母艦這麼大的目標，只要天氣好都拍得到，甚至可以藉由影像畫出路徑，從哪邊開出去，繞多大一圈之後再回來，這些都是透過影像能告訴我們的進階資訊。」

只是，除了科學與遙測技術進步之外，情蒐與研析能力也得同步提升。林穎佑建議，不管是軍方或國安單位，都要提升衛星影像的理解能力，畢竟拍下的影像畫面有點像是「瞎子摸象」、摸到一面牆，情蒐人員要有足夠能力去解析，才能拼出可能是一隻大象，這些都需要透過不斷地訓練，甚至與科研單位共同合作才能做到，「目前我們軍方對於這方面仍是比較保守，積極度是比較不夠",0,data_05.txt
041cb1a7-2b23-4b98-8840-3374ba37b5d9,6,固定大小,"回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過",0,data_05.txt
429680be-62a6-44c9-8895-befb8ad162cd,7,固定大小,"遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣戰爭之後，伊拉克庫德族以及伊拉克南方的什葉派穆斯林曾爆發武裝起義、挺身反抗獨裁者海珊（Saddam Hussein）的統治，但其行動卻沒有得到美軍與國際社會的支援，因此很快就遭伊拉克軍隊殘酷鎮壓、甚至報復性的集體屠殺。

然而，2003年英美聯軍入侵伊拉克、以武力推翻海珊政權後，伊拉克卻又因派系對立與部族政治而陷入長期內戰狀態；這不僅讓美國的占領行動付出極為慘重的人力、物力與政治代價，持續動盪的伊拉克更進一步成為",0,data_01.txt
579afe4f-0882-41f0-b8ad-842b2da0276f,7,固定大小,"一來，是因為美國目前可採取的行動選項有限，包括提供網路支援、突破伊朗政府對Starlink的信號干擾、再次空襲伊朗革命衛隊的指揮基地，甚至是空降突襲對最高領袖哈米尼發動「斬首行動」，都無法達到「一擊逆轉」伊朗國內政局之目的，反而更可能坐實伊朗政府「民眾抗爭是境外勢力煽動叛亂」的指控，使情勢進一步惡化。

此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林等與伊朗相鄰的海灣石油國家，也都極力勸阻川普攻擊伊朗。

這些石油國家普遍認為，儘管自1979年推翻巴勒維王朝以來，伊朗伊斯蘭共和國持續進行的「革命輸出」，一直是海灣阿拉伯王室體制所面臨的最大威脅之一",0,data_01.txt
86437628-0acd-4ba8-b040-bd3371c10a6c,7,固定大小,"，但伊朗畢竟是一個擁有9,100萬人口的區域性大國，距離阿拉伯半島也只有百餘公里的海峽之隔；一旦其內部局勢失控，不僅可能引發大規模難民危機，甚至還可能重新點燃中東地區的新一波教派衝突，海灣地區的石油與天然氣出口、特別是掌握全球每日約20%石油運輸量的荷姆茲海峽（Strait of Hormuz），也可能因戰亂而遭癱瘓。

除了石油市場的穩定，海灣國家同樣憂心伊朗政局一旦崩潰，將連帶衝擊外資對整個海灣地區的投資信心。更何況，以革命衛隊為核心的伊朗統治菁英，長期以來也將部分資產轉移至卡達、阿拉伯聯合大公國等海灣鄰國，以規避國際制裁；在這樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍",0,data_01.txt
84cb03aa-7672-4de2-a14f-a28bc44d67df,8,固定大小,"、法國及中國等國，都爭相研製威力更大的核武。

根據美國軍備控制協會統計，自1945年以來，至少有8國在數十處試驗場執行共2056次核試爆，其中520次是早期直接在大氣中引爆，導致放射性物質在大氣層擴散；也有少數在水下進行，已知8次；此外還有1528次在地下引爆，在土壤中留下污染。


核試驗直到1996年多國簽署《全面禁止核試爆條約》後才減少，只有印度、巴基斯坦及北韓等國在此後仍進行核試驗，最近一次是由北韓在2017年時執行。


1949年起，蘇聯在哈薩克小鎮塞米巴拉金斯克設立核試驗秘密基地，執行456次核彈試爆，直到1991年哈薩克政府關閉核設施，核武才不再出現在這塊土地上，然而當地居民",0,data_04.txt
9baba4c4-f704-49c0-a7ca-e0261e674900,8,固定大小,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體。

基爾瑪——馬紹爾群島核委會主席
80年前，美國向日本廣島和長崎投下2顆原子彈結束二次世界大戰，當下造成約11萬人喪生，卻也開啟核子時代。各國進入冷戰時期後力拚軍備競賽，包含美國、蘇聯、英國",0,data_04.txt
4a3d6cff-2b59-4d66-9259-7181681544b3,8,固定大小,"冰洋的新地島、英國選定澳洲及其離島、法國在阿爾及利亞與法屬玻里尼西亞進行、中國則以新疆西部的羅布泊作為核試驗場。

但是，這樣就能避免核輻射帶來的傷害嗎？

僅一瞬的爆炸 成了揮不去的輻射陰霾

核爆能量有一半以衝擊波形式釋放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。

除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。

由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核",0,data_04.txt
983497a3-a4af-4d3b-9f6d-9783c12711d7,9,固定大小,"像多數用於國土監測，包含崩塌地或是農業用地的土地利用監測等。當像是馬太鞍溪堰塞湖潰壩這樣的緊急災害事件發生時，衛星影像也可以比對出地表變化。


Made with Flourish • Create a photo slider
當Taiwan Can Help走向太空
除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess",0,data_02.txt
b0cb339d-e7c6-4b88-bad2-1999e2f9ef18,9,固定大小,"空研究組織便協同上傳災前災後影像，協助台灣進行地貌分析。

除了守望亞洲計畫外，太空中心近年亦與國際合作發展基金會合作，調度「福衛五號」協助友邦瓜地馬拉、貝里斯監測農作物生長面積範圍與農作物葉片顏色變化，藉此分析病蟲害，這項計畫執行3年，已成功協助友邦防治，避免面臨重大農損。

對台灣而言，我們強大的衛星影像處理能力已成為一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。

「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接
「福衛八號」預計於",0,data_02.txt
b1752bfd-0292-4fd7-8d01-b4e607d73344,9,固定大小," Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態。台灣調度「福衛五號」協助產出連續油汙範圍判釋圖，支援汙染擴散追蹤與岸線清理決策；2024年日本石川縣能登半島發生規模7.6的地震，後續引發海嘯，太空中心亦協助進行視覺化與數值化分析，觀察海岸、山區土石變化，以及房屋倒塌狀況，估算出實際災害面積。


「福衛五號」針對日本石川能登半島地震影像分析（原始出處／國家太空中心；設計／江世民）
而當台灣遭遇災害事件時，同樣也能透過守望亞洲計畫尋求協助。例如今年7月底，台灣中南部因西南氣流挾帶豪大雨導致嚴重淹水與斷電，太空中心在第一時間發出緊急觀測需求，日本宇宙航空研究開發機構（JAXA）、印度太",0,data_02.txt
43170af9-5c0c-4847-a984-90e3b0010958,10,固定大小,"會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。",0,data_03.txt
897d009f-34e3-43da-84ee-89355c11cd8c,10,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。
數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、",0,data_03.txt
